Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
29 OCT 2025,LOTUSDEV,EQ,SRI LOTUS DEVLPRS N RTY L,Listed    ,29 OCT 2025,               1.00,         488723710,            183.70,    89773658289.90  
29 OCT 2025,LOTUSEYE,BE,LOTUS EYE HOSP & INST L  ,Listed    ,29 OCT 2025,              10.00,          20796330,            119.45,     2484329581.80  
29 OCT 2025,LOVABLE,EQ,LOVABLE LINGERIE LTD     ,Listed    ,29 OCT 2025,              10.00,          14800000,             98.70,     1460464000.00   
29 OCT 2025,LOYALTEX,EQ,LOYAL TEXTILE MILLS LTD  ,Listed    ,29 OCT 2025,              10.00,           4816446,            254.30,     1224822217.80  
29 OCT 2025,LPDC,EQ,LANDMARK PR.DEV.CO.LTD   ,Listed    ,29 OCT 2025,               1.00,         134143160,              8.30,     1116071091.20      
29 OCT 2025,LRRPL,SM,LEAD REC AND RUB PROD LTD,Listed    ,29 OCT 2025,              10.00,           8640675,             73.40,      634225545.00     
29 OCT 2025,LT,EQ,LARSEN & TOUBRO LTD.     ,Listed    ,29 OCT 2025,               2.00,        1375556003,           3958.10,  5444588215474.30        
29 OCT 2025,LTF,EQ,L&T FINANCE LIMITED      ,Listed    ,29 OCT 2025,              10.00,        2499869941,            268.15,   670390122077.95       
29 OCT 2025,LTFOODS,EQ,LT FOODS LIMITED         ,Listed    ,29 OCT 2025,               1.00,         347252944,            422.60,   146749094134.40   
29 OCT 2025,LTIM,EQ,LTIMINDTREE LIMITED      ,Listed    ,29 OCT 2025,               1.00,         296416766,           5674.00,  1681868730284.00      
29 OCT 2025,LTTS,EQ,L&T TECHNOLOGY SER. LTD. ,Listed    ,29 OCT 2025,               2.00,         105978918,           4106.30,   435181230983.40      
29 OCT 2025,LUMAXIND,EQ,LUMAX INDUSTRIES LTD     ,Listed    ,29 OCT 2025,              10.00,           9347732,           4982.00,    46570400824.00  
29 OCT 2025,LUMAXTECH,EQ,LUMAX AUTO TECH LTD      ,Listed    ,29 OCT 2025,               2.00,          68157705,           1155.60,    78763043898.00 
29 OCT 2025,LUPIN,EQ,LUPIN LIMITED            ,Listed    ,29 OCT 2025,               2.00,         456754517,           1955.90,   893366159800.30     
29 OCT 2025,LUXIND,EQ,LUX INDUSTRIES LIMITED   ,Listed    ,29 OCT 2025,               2.00,          30071681,           1286.60,    38690224774.60    
29 OCT 2025,LXCHEM,EQ,LAXMI ORGANIC INDUS LTD  ,Listed    ,29 OCT 2025,               2.00,         277147873,            203.20,    56313676314.85    
29 OCT 2025,LYKALABS,EQ,LYKA LABS LTD            ,Listed    ,29 OCT 2025,              10.00,          35690000,             95.10,     3394832800.00  
29 OCT 2025,LYPSAGEMS,EQ,LYPSA GEMS & JEWEL LTD   ,Listed    ,29 OCT 2025,              10.00,          29484000,              5.05,      149189040.00 
29 OCT 2025,M&M,EQ,MAHINDRA & MAHINDRA LTD  ,Listed    ,29 OCT 2025,               5.00,        1243528831,           3534.70,  4395501358935.70       
29 OCT 2025,M&MFIN,EQ,M&M FIN. SERVICES LTD    ,Listed    ,29 OCT 2025,               2.00,        1389971160,            317.45,   441246344742.00    
29 OCT 2025,MAANALU,EQ,MAAN ALUMINIUM LIMITED   ,Listed    ,29 OCT 2025,               5.00,          54084864,            150.10,     8117056389.10   
29 OCT 2025,MACOBSTECH,SM,MACOBS TECHNOLOGIES LTD  ,Listed    ,29 OCT 2025,              10.00,           9795200,            207.00,     2027606400.00
29 OCT 2025,MACPOWER,EQ,MACPOWER CNC MACHINES LTD,Listed    ,29 OCT 2025,              10.00,          10004160,            857.05,     8574065328.00  
29 OCT 2025,MADHAV,EQ,MADHAV MARBLE & GRANITE  ,Listed    ,29 OCT 2025,              10.00,           8947000,             44.00,      393578530.00    
29 OCT 2025,MADHAVBAUG,SM,VAIDYA SANE AYUR LAB LTD ,Listed    ,29 OCT 2025,              10.00,          10513450,            274.95,     2890673077.50
29 OCT 2025,MADHUCON,EQ,MADHUCON PROJECTS LTD.   ,Listed    ,29 OCT 2025,               1.00,          73794940,              7.15,      528371770.40  
29 OCT 2025,MADHUSUDAN,SM,MADHUSUDAN MASALA LIMITED,Listed    ,29 OCT 2025,              10.00,          14470000,            138.85,     2009159500.00
29 OCT 2025,MADRASFERT,EQ,MADRAS FERTILISERS LTD   ,Listed    ,29 OCT 2025,              10.00,         161101300,             81.60,    13144255067.00
29 OCT 2025,MAGADSUGAR,EQ,MAGADH SUGAR & ENERGY LTD,Listed    ,29 OCT 2025,              10.00,          14091630,            556.10,     7836355443.00
29 OCT 2025,MAGNUM,EQ,MAGNUM VENTURES LTD.     ,Listed    ,29 OCT 2025,              10.00,          66411317,             24.30,     1613795003.10    
29 OCT 2025,MAGSON,SM,MAGSON RETAIL AND DIST L ,Listed    ,28 OCT 2025,              10.00,           9775000,            105.00,     1026375000.00    
29 OCT 2025,MAHABANK,EQ,BANK OF MAHARASHTRA      ,Listed    ,29 OCT 2025,              10.00,        7691554950,             59.80,   459801154911.00  
29 OCT 2025,MAHAPEXLTD,EQ,MAHA RASHTRA APEX COPR. L,Listed    ,29 OCT 2025,              10.00,          14150100,             96.65,     1367465664.00
29 OCT 2025,MAHASTEEL,BE,MAHAMAYA STEEL INDS LTD  ,Listed    ,29 OCT 2025,              10.00,          16434400,            610.00,    10024984000.00 
29 OCT 2025,MAHEPC,EQ,MAHINDRA EPC IRRIG LTD   ,Listed    ,29 OCT 2025,              10.00,          27942469,            137.35,     3837339267.75    
29 OCT 2025,MAHESHWARI,EQ,MAHESHWARI LOGISTICS LTD.,Listed    ,29 OCT 2025,              10.00,          29597200,             56.10,     1660698892.00
29 OCT 2025,MAHICKRA,SM,MAHICKRA CHEMICAL LIMITED,Listed    ,29 OCT 2025,              10.00,           8122160,            161.95,     1315383812.00  
29 OCT 2025,MAHLIFE,EQ,MAHINDRA LIFESPACE DEVLTD,Listed    ,29 OCT 2025,              10.00,         213278198,            387.45,    82634637815.10   
29 OCT 2025,MAHLOG,EQ,MAHINDRA LOGISTIC LIMITED,Listed    ,29 OCT 2025,              10.00,          99180771,            356.40,    35348026784.40    
29 OCT 2025,MAHSEAMLES,EQ,MAHARASHTRA SEAMLESS LTD ,Listed    ,29 OCT 2025,               5.00,         133999252,            572.80,    76754771545.60
29 OCT 2025,MAITHANALL,EQ,MAITHAN ALLOYS LTD       ,Listed    ,29 OCT 2025,              10.00,          29111550,           1115.80,    32482667490.00
29 OCT 2025,MAITREYA,SM,MAITREYA MEDICARE LIMITED,Listed    ,29 OCT 2025,              10.00,           6776000,            247.00,     1673672000.00  
29 OCT 2025,MAKS,SM,MAKS ENERGY SOL INDIA LTD,Listed    ,29 OCT 2025,              10.00,           6934790,             34.50,      239250255.00      
29 OCT 2025,MAL,SM,MANGALAM ALLOYS LIMITED  ,Listed    ,29 OCT 2025,              10.00,          24685927,             48.20,     1189861681.40       
29 OCT 2025,MALLCOM,EQ,MALLCOM (INDIA) LIMITED  ,Listed    ,29 OCT 2025,              10.00,           6240000,           1400.30,     8737872000.00   
29 OCT 2025,MALUPAPER,EQ,MALU PAPER MILLS LIMITED ,Listed    ,29 OCT 2025,              10.00,          17059250,             38.10,      649957425.00 
29 OCT 2025,MAMATA,EQ,MAMATA MACHINERY LIMITED ,Listed    ,29 OCT 2025,              10.00,          24607800,            441.50,    10864343700.00    
29 OCT 2025,MANAKALUCO,BE,MANAK ALUMINIUM CO. LTD. ,Listed    ,29 OCT 2025,               1.00,          65534050,             28.70,     1879516554.00
29 OCT 2025,MANAKCOAT,EQ,MAN COAT METAL & IND LTD ,Listed    ,29 OCT 2025,               1.00,          99679050,            162.00,    16147009309.50 
29 OCT 2025,MANAKSIA,EQ,MANAKSIA LTD.            ,Listed    ,29 OCT 2025,               2.00,          65534050,             68.50,     4490393106.00  
29 OCT 2025,MANAKSTEEL,EQ,MANAKSIA STEELS LTD      ,Listed    ,29 OCT 2025,               1.00,          65534050,             57.90,     3795076835.50
29 OCT 2025,MANALIPETC,EQ,MANALI PETROCHEMICALS LT ,Listed    ,29 OCT 2025,               5.00,         171999229,             74.50,    12810502575.90
29 OCT 2025,MANAPPURAM,EQ,MANAPPURAM FINANCE LTD   ,Listed    ,29 OCT 2025,               2.00,         846434729,            276.55,   234081524304.95
29 OCT 2025,MANAV,ST,MANAV INFRA PROJECTS LTD ,Listed    ,29 OCT 2025,              10.00,          13160000,             23.30,      306628000.00     
29 OCT 2025,MANBA,EQ,MANBA FINANCE LIMITED    ,Listed    ,29 OCT 2025,              10.00,          50239410,            138.20,     6943086462.00     
29 OCT 2025,MANCREDIT,EQ,MANGAL CREDIT N FINCORP L,Listed    ,29 OCT 2025,              10.00,          19563986,            185.05,     3619924329.60 
29 OCT 2025,MANDEEP,SM,MANDEEP AUTO INDUSTRIES L,Listed    ,29 OCT 2025,              10.00,          10337894,             24.40,      252244613.60   
29 OCT 2025,MANGALAM,EQ,MANGALAM DRUG & CHEM LTD ,Listed    ,29 OCT 2025,              10.00,          15828248,             66.40,     1051312232.15  
29 OCT 2025,MANGCHEFER,EQ,MANG.CHEM.FERT.LTD       ,Listed    ,29 OCT 2025,              10.00,         118515150,            310.05,    36745622257.50
29 OCT 2025,MANGLMCEM,EQ,MANGALAM CEMENT LTD      ,Listed    ,29 OCT 2025,              10.00,          27497298,            776.30,    21346152437.40 
29 OCT 2025,MANINDS,EQ,MAN INDUSTRIES (I) LTD.  ,Listed    ,29 OCT 2025,               5.00,          75009571,            414.90,    31121471007.90   
29 OCT 2025,MANINFRA,EQ,MAN INFRA LTD            ,Listed    ,29 OCT 2025,               2.00,         403666505,            146.40,    59100812997.05  
29 OCT 2025,MANKIND,EQ,MANKIND PHARMA LIMITED   ,Listed    ,29 OCT 2025,               1.00,         412758490,           2443.70,  1008657922013.00   
29 OCT 2025,MANOMAY,EQ,MANOMAY TEX INDIA LTD    ,Listed    ,29 OCT 2025,              10.00,          18048735,            212.35,     3832648877.25   
29 OCT 2025,MANORAMA,EQ,MANORAMA INDUSTRIES LTD  ,Listed    ,29 OCT 2025,               2.00,          59708530,           1413.40,    84392036302.00  
29 OCT 2025,MANORG,EQ,MANGALAM ORGANICS LIMITED,Listed    ,29 OCT 2025,              10.00,           8564440,            520.95,     4461645018.00    
29 OCT 2025,MANUGRAPH,BE,MANUGRAPH INDIA LIMITED  ,Listed    ,29 OCT 2025,               2.00,          30415061,             21.70,      660006823.70 
29 OCT 2025,MANYAVAR,EQ,VEDANT FASHIONS LIMITED  ,Listed    ,29 OCT 2025,               1.00,         242957104,            685.65,   166583538357.60  
29 OCT 2025,MAPMYINDIA,EQ,C.E. INFO SYSTEMS LIMITED,Listed    ,29 OCT 2025,               2.00,          54721665,           1779.00,    97349842035.00
29 OCT 2025,MARALOVER,EQ,MARAL OVERSEAS LTD       ,Listed    ,29 OCT 2025,              10.00,          41508000,             47.85,     1986572880.00 
29 OCT 2025,MARATHON,EQ,MARATHON NXTGEN REALT LTD,Listed    ,29 OCT 2025,               5.00,          67420546,            612.65,    41305197506.90  
29 OCT 2025,MARCO,SM,MARCO CABLE & CONDUCTOR L,Listed    ,29 OCT 2025,              10.00,          18699000,             42.90,      802187100.00     
29 OCT 2025,MARICO,EQ,MARICO LIMITED           ,Listed    ,29 OCT 2025,               1.00,        1297933868,            721.80,   936848665922.40    
29 OCT 2025,MARINE,EQ,MARINE ELECTRICAL (I) LTD,Listed    ,29 OCT 2025,               2.00,         137944410,            232.35,    32052763107.60    
29 OCT 2025,MARINETRAN,SM,MARINETRANS INDIA LIMITED,Listed    ,07 OCT 2025,              10.00,          12726000,             15.40,      195980400.00
29 OCT 2025,MARKOLINES,EQ,MARKOLINES PAVEMENT TEC L,Listed    ,29 OCT 2025,              10.00,          22040920,            166.90,     3678188729.60
29 OCT 2025,MARKSANS,EQ,MARKSANS PHARMA LIMITED  ,Listed    ,29 OCT 2025,               1.00,         453288438,            183.70,    83269086060.60  
29 OCT 2025,MARUTI,EQ,MARUTI SUZUKI INDIA LTD. ,Listed    ,29 OCT 2025,               5.00,         314402574,          16138.00,  5073828739212.00    
29 OCT 2025,MASFIN,EQ,MAS FINANCIAL SERV LTD   ,Listed    ,29 OCT 2025,              10.00,         181453377,            303.40,    55052954581.80    
29 OCT 2025,MASKINVEST,BE,MASK INVESTMENTS LIMITED ,Listed    ,29 OCT 2025,              10.00,           3051500,            183.35,      559492525.00
29 OCT 2025,MASON,SM,MASON INFRATECH LIMITED  ,Listed    ,29 OCT 2025,              10.00,          17572500,            204.75,     3597969375.00     
29 OCT 2025,MASTEK,EQ,MASTEK LTD               ,Listed    ,29 OCT 2025,               5.00,          30974717,           2175.90,    67397886720.30    
29 OCT 2025,MASTER,SM,MASTER COMPONENTS LIMITED,Listed    ,29 OCT 2025,              10.00,           4000000,            352.15,     1408600000.00    
29 OCT 2025,MASTERTR,EQ,MASTER TRUST LIMITED     ,Listed    ,29 OCT 2025,               1.00,         112266000,            135.30,    15191835120.00  
29 OCT 2025,MATRIMONY,EQ,MATRIMONY.COM LIMITED    ,Listed    ,29 OCT 2025,               5.00,          21563422,            510.75,    11013517786.50 
29 OCT 2025,MAWANASUG,EQ,MAWANA SUGARS LIMITED    ,Listed    ,29 OCT 2025,              10.00,          39116864,             88.10,     3445804549.75 
29 OCT 2025,MAXESTATES,EQ,MAX ESTATES LIMITED      ,Listed    ,29 OCT 2025,              10.00,         161046444,            472.65,    76118601756.60
29 OCT 2025,MAXHEALTH,EQ,MAX HEALTHCARE INS LTD   ,Listed    ,29 OCT 2025,              10.00,         972236431,           1189.50,  1156475234674.50 
29 OCT 2025,MAXIND,EQ,MAX INDIA LIMITED        ,Listed    ,29 OCT 2025,              10.00,          52282115,            212.15,    11091650697.25    
29 OCT 2025,MAXPOSURE,SM,MAXPOSURE LIMITED        ,Listed    ,29 OCT 2025,              10.00,          22740950,             52.05,     1183666447.50 
29 OCT 2025,MAXVOLT,SM,MAXVOLT ENERGY INDUS L   ,Listed    ,29 OCT 2025,              10.00,          10903928,            330.65,     3605383793.20   
29 OCT 2025,MAYASHEEL,ST,MAYASHEEL VENTURES LTD   ,Listed    ,29 OCT 2025,              10.00,          22050000,             70.00,     1543500000.00 
29 OCT 2025,MAYURUNIQ,EQ,MAYUR UNIQUOTERS LTD     ,Listed    ,29 OCT 2025,               5.00,          43452600,            524.40,    22786543440.00 
29 OCT 2025,MAZDA,EQ,MAZDA LIMITED            ,Listed    ,29 OCT 2025,               2.00,          20025000,            278.55,     5577963750.00     
29 OCT 2025,MAZDOCK,EQ,MAZAGON DOCK SHIPBUIL LTD,Listed    ,29 OCT 2025,               5.00,         403380000,           2774.20,  1119056796000.00   
29 OCT 2025,MBAPL,EQ,MADHYA BHARAT AGRO P. LTD,Listed    ,29 OCT 2025,              10.00,          87626940,            405.10,    35497673394.00     
29 OCT 2025,MBEL,EQ,M AND B ENGINEERING LTD  ,Listed    ,29 OCT 2025,              10.00,          57148215,            461.80,    26391045687.00      
29 OCT 2025,MBLINFRA,EQ,MBL INFRASTRUCTURE LTD   ,Listed    ,29 OCT 2025,              10.00,         152529256,             41.80,     6372672315.70  
29 OCT 2025,MCL,BE,MADHAV COPPER LIMITED    ,Listed    ,29 OCT 2025,               5.00,          27142800,             49.80,     1352254296.00       
29 OCT 2025,MCLEODRUSS,BE,MCLEOD RUSSEL INDIA LTD. ,Listed    ,29 OCT 2025,               5.00,         104455735,             64.45,     6730083006.05
29 OCT 2025,MCLOUD,EQ,MAGELLANIC CLOUD LIMITED ,Listed    ,29 OCT 2025,               2.00,         584395120,             55.80,    32609247696.00    
29 OCT 2025,MCON,SM,MCON RASAYAN INDIA LTD   ,Listed    ,29 OCT 2025,              10.00,           7329090,             72.45,      530992570.50      
29 OCT 2025,MCX,EQ,MULTI COMMODITY EXCHANGE ,Permitted ,29 OCT 2025,              10.00,          50998369,           9175.50,   467935534759.50       
29 OCT 2025,MDL,SM,MARVEL DECOR LIMITED     ,Listed    ,29 OCT 2025,              10.00,          17740140,             99.90,     1772239986.00       
29 OCT 2025,MEDANTA,EQ,GLOBAL HEALTH LIMITED    ,Listed    ,29 OCT 2025,               2.00,         268790382,           1375.80,   369801807555.60   
29 OCT 2025,MEDIASSIST,EQ,MEDI ASSIST HEALTH SER L ,Listed    ,29 OCT 2025,               5.00,          70649862,            555.05,    39214205903.10
29 OCT 2025,MEDICAMEQ,EQ,MEDICAMEN BIOTECH LIMITED,Listed    ,29 OCT 2025,              10.00,          13562815,            353.90,     4799880228.50 
29 OCT 2025,MEDICO,BE,MEDICO REMEDIES LIMITED  ,Listed    ,29 OCT 2025,               2.00,          82984000,             48.15,     3995679600.00    
29 OCT 2025,MEDIORG,SM,MEDICAMEN ORGANICS LTD   ,Listed    ,29 OCT 2025,              10.00,          11700000,             37.00,      432900000.00   
29 OCT 2025,MEDISTEP,SM,MEDISTEP HEALTHCARE LTD  ,Listed    ,29 OCT 2025,              10.00,          14209546,             26.40,      375132014.40  
29 OCT 2025,MEDPLUS,EQ,MEDPLUS HEALTH SERV LTD  ,Listed    ,29 OCT 2025,               2.00,         119822581,            750.75,    89956802685.75   
29 OCT 2025,MEGAFLEX,SM,MEGA FLEX PLASTICS LTD   ,Listed    ,29 OCT 2025,              10.00,          12131025,             52.10,      632026402.50  
29 OCT 2025,MEGASOFT,EQ,MEGASOFT LTD             ,Listed    ,29 OCT 2025,              10.00,          73770041,            204.45,    15080809481.65  
29 OCT 2025,MEGASTAR,EQ,MEGASTAR FOODS LIMITED   ,Listed    ,29 OCT 2025,              10.00,          11293700,            260.60,     2943025283.00  
29 OCT 2025,MEGATHERM,SM,MEGATHERM INDUCTION LTD  ,Listed    ,29 OCT 2025,              10.00,          18840729,            249.80,     4706414104.20 
29 OCT 2025,MEIL,EQ,MANGAL ELECTRICAL IND L  ,Listed    ,29 OCT 2025,              10.00,          27630124,            463.25,    12799654943.00      
29 OCT 2025,MENONBE,EQ,MENON BEARINGS LIMITED   ,Listed    ,29 OCT 2025,               1.00,          56040000,            117.25,     6571250400.00   
29 OCT 2025,MEP,BZ,MEP INFRA. DEVELOPERS LTD,Listed    ,29 OCT 2025,              10.00,         183446051,              2.55,      471456351.05       
29 OCT 2025,METROBRAND,EQ,METRO BRANDS LIMITED     ,Listed    ,29 OCT 2025,               5.00,         272294741,           1139.60,   310307086843.60
29 OCT 2025,METROPOLIS,EQ,METROPOLIS HEALTHCARE LTD,Listed    ,29 OCT 2025,               2.00,          51807460,           1944.80,   100755148208.00
29 OCT 2025,MFML,EQ,MAHALAXMI FABRIC MILLS LT,Listed    ,29 OCT 2025,              10.00,          10620275,             30.15,      320095088.50      
29 OCT 2025,MFSL,EQ,MAX FINANCIAL SERV LTD   ,Listed    ,29 OCT 2025,               2.00,         345114771,           1518.80,   524160314194.80      
29 OCT 2025,MGEL,EQ,MANGALAM GLOBAL ENT LTD  ,Listed    ,29 OCT 2025,               1.00,         329555600,             14.80,     4884013992.00      
29 OCT 2025,MGL,EQ,MAHANAGAR GAS LTD.       ,Listed    ,29 OCT 2025,              10.00,          98777778,           1295.60,   127976489176.80       
29 OCT 2025,MGSL,SM,MATRIX GEO SOLUTIONS LTD ,Listed    ,29 OCT 2025,              10.00,          14581832,            103.50,     1509219612.00      
29 OCT 2025,MHHL,SM,MOHINI HEALTH&HYGIENE LTD,Listed    ,29 OCT 2025,              10.00,          18235900,             48.25,      879882175.00      
29 OCT 2025,MHLXMIRU,EQ,MAHALAXMI RUBTECH LIMITED,Listed    ,29 OCT 2025,              10.00,          10620275,            209.05,     2220380894.25  
29 OCT 2025,MHRIL,EQ,MAHINDRA HOLIDAYS LTD    ,Listed    ,29 OCT 2025,              10.00,         202016973,            335.00,    67675685955.00     
29 OCT 2025,MICEL,EQ,MIC ELECTRONICS LTD      ,Listed    ,29 OCT 2025,               2.00,         241011560,             55.00,    13253225684.40     
29 OCT 2025,MICROPRO,SM,MICROPRO SOFTWARE SOL L  ,Listed    ,29 OCT 2025,              10.00,          14299400,             20.65,      295282610.00  
29 OCT 2025,MIDHANI,EQ,MISHRA DHATU NIGAM LTD   ,Listed    ,29 OCT 2025,              10.00,         187340000,            385.90,    72294506000.00   
29 OCT 2025,MIDWESTLTD,EQ,MIDWEST LIMITED          ,Listed    ,29 OCT 2025,               5.00,          36160816,           1089.90,    39411673358.40
29 OCT 2025,MIEL,ST,MANGLAM INFRA & ENG LTD  ,Listed    ,29 OCT 2025,              10.00,          17596700,             23.00,      404724100.00      
29 OCT 2025,MILTON,SM,MILTON INDUSTRIES LIMITED,Listed    ,28 OCT 2025,              10.00,          16995000,             26.15,      444419250.00    
29 OCT 2025,MINDACORP,EQ,MINDA CORPORATION LTD    ,Listed    ,29 OCT 2025,               2.00,         239079428,            575.10,   137494579042.80 
29 OCT 2025,MINDPOOL,SM,MINDPOOL TECHNOLOGIES LTD,Listed    ,11 SEP 2025,              10.00,           4237500,             71.10,      301286250.00  
29 OCT 2025,MINDSPACE,RR,MINDSPACE BUSINESS P REIT,Listed    ,29 OCT 2025,             275.00,         609183634,            458.85,   279511726788.20 
29 OCT 2025,MINDTECK,EQ,MINDTECK (INDIA) LIMITED ,Listed    ,29 OCT 2025,              10.00,          31954221,            270.05,     8628598296.65  
29 OCT 2025,MIRCELECTR,BE,MIRCELECTR-DEPO          ,Listed    ,29 OCT 2025,               1.00,         280442464,             28.40,     7958957128.30
29 OCT 2025,MIRZAINT,EQ,MIRZA INTERNATIONAL LIMIT,Listed    ,29 OCT 2025,               2.00,         138201900,             37.40,     5168751060.00  
29 OCT 2025,MITCON,EQ,MITCON CON & ENG SER LTD ,Listed    ,29 OCT 2025,              10.00,          17418418,             72.05,     1255171201.10    
29 OCT 2025,MITTAL,EQ,MITTAL LIFE STYLE LIMITED,Listed    ,29 OCT 2025,               1.00,         224016720,              1.50,      331544745.60    
29 OCT 2025,MKPL,EQ,M K PROTEINS LIMITED     ,Listed    ,29 OCT 2025,               1.00,         375372000,              6.80,     2548775880.00      
29 OCT 2025,MMEL,SM,MOVING MEDIA ENTER LTD   ,Listed    ,28 OCT 2025,              10.00,          18806336,             65.00,     1222411840.00      
29 OCT 2025,MMFL,EQ,MM FORGINGS LTD          ,Listed    ,29 OCT 2025,              10.00,          48281600,            307.65,    14853834240.00      
29 OCT 2025,MMP,EQ,MMP INDUSTRIES LIMITED   ,Listed    ,29 OCT 2025,              10.00,          25402613,            282.10,     7166077127.30       
29 OCT 2025,MMTC,EQ,MMTC LIMITED             ,Listed    ,29 OCT 2025,               1.00,        1500000000,             68.75,   103125000000.00      
29 OCT 2025,MOBIKWIK,EQ,ONE MOBIKWIK SYSTEMS LTD ,Listed    ,29 OCT 2025,               2.00,          78152186,            264.15,    20643899931.90  
29 OCT 2025,MODIRUBBER,EQ,MODI RUBBER LTD          ,Listed    ,29 OCT 2025,              10.00,          25040532,            129.70,     3248007405.70
29 OCT 2025,MODISONLTD,EQ,MODISON LIMITED          ,Listed    ,29 OCT 2025,               1.00,          32450000,            151.75,     4923638500.00
29 OCT 2025,MODTHREAD,EQ,MODERN THREADS INDIA LTD ,Listed    ,29 OCT 2025,              10.00,          34775160,             48.30,     1680335731.20 
29 OCT 2025,MOHITIND,BE,MOHIT INDUSTRIES LTD     ,Listed    ,29 OCT 2025,              10.00,          14157575,             33.35,      472296702.00  
29 OCT 2025,MOIL,EQ,MOIL LIMITED             ,Listed    ,29 OCT 2025,              10.00,         203485211,            374.50,    76205211519.50      
29 OCT 2025,MOKSH,EQ,MOKSH ORNAMENTS LIMITED  ,Listed    ,29 OCT 2025,               2.00,          86322697,             14.15,     1219739708.60     
29 OCT 2025,MOL,EQ,MEGHMANI ORGANICS LIMITED,Listed    ,29 OCT 2025,               1.00,         254314211,             81.80,    20807988744.00       
29 OCT 2025,MOLDTECH,EQ,MOLD-TEK TECHNOLOGIES LTD,Listed    ,29 OCT 2025,               2.00,          28805118,            202.25,     5825547064.30  
29 OCT 2025,MOLDTKPAC,EQ,MOLD-TEK PACKAGING LTD   ,Listed    ,29 OCT 2025,               5.00,          33120639,            733.00,    24277428387.00 
29 OCT 2025,MONARCH,EQ,MONARCH NETWORTH CAP LTD ,Listed    ,29 OCT 2025,              10.00,          73907387,            309.10,    22844773321.70   
29 OCT 2025,MONEYBOXX,EQ,MONEYBOXX FINANCE LIMITED,Listed    ,29 OCT 2025,              10.00,          32704600,            170.80,     5586599772.00 
29 OCT 2025,MONOLITH,SM,MONOLITHISCH INDIA LTD   ,Listed    ,29 OCT 2025,              10.00,          21736000,            446.45,     9704037200.00  
29 OCT 2025,MONOPHARMA,SM,MONO PHARMACARE LIMITED  ,Listed    ,28 OCT 2025,              10.00,          17668564,             20.40,      360438705.60
29 OCT 2025,MONTECARLO,EQ,MONTE CARLO FASHIONS LTD.,Listed    ,29 OCT 2025,              10.00,          20732064,            701.95,    14552872324.80
29 OCT 2025,MORARJEE,BZ,MORARJEE TEXTILES LIMITED,Listed    ,29 OCT 2025,               7.00,          36332349,              9.00,      326991141.00  
29 OCT 2025,MOREPENLAB,EQ,MOREPEN LAB. LTD         ,Listed    ,29 OCT 2025,               2.00,         547953699,             48.70,    26696304215.30
29 OCT 2025,MOS,SM,MOS UTILITY LIMITED      ,Listed    ,29 OCT 2025,               2.00,         249355860,             24.70,     6159089742.00       
29 OCT 2025,MOSCHIP,EQ,MOSCHIP TECHNOLOGIES LTD ,Listed    ,29 OCT 2025,               2.00,         192123165,            252.25,    48459225907.95   
29 OCT 2025,MOTHERSON,EQ,SAMVRDHNA MTHRSN INTL LTD,Listed    ,29 OCT 2025,               1.00,       10554442601,            107.75,  1137030101405.75 
29 OCT 2025,MOTILALOFS,EQ,MOTILAL OSWAL FIN LTD    ,Listed    ,29 OCT 2025,               1.00,         600409847,           1007.80,   605093043806.60
29 OCT 2025,MOTISONS,EQ,MOTISONS JEWELLERS LTD   ,Listed    ,29 OCT 2025,               1.00,         984460000,             16.90,    16657063200.00  
29 OCT 2025,MOTOGENFIN,EQ,MOTOR & GENERAL FINANCE L,Listed    ,29 OCT 2025,               5.00,          38727190,             26.75,     1036339604.40
29 OCT 2025,MOXSH,SM,MOXSH OVERSEAS EDUCON LTD,Listed    ,29 OCT 2025,              10.00,           8963200,             68.25,      611738400.00     
29 OCT 2025,MPEL,SM,MANAS POLYMER N ENERGIE L,Listed    ,29 OCT 2025,              10.00,           7776000,            117.90,      916790400.00      
29 OCT 2025,MPHASIS,EQ,MPHASIS LIMITED          ,Listed    ,29 OCT 2025,              10.00,         190261721,           2874.60,   546926343186.60   
29 OCT 2025,MPSLTD,EQ,MPS LIMITED              ,Listed    ,29 OCT 2025,              10.00,          17105816,           2174.50,    37196596892.00    
29 OCT 2025,MPTODAY,SM,M P TODAY MEDIA LIMITED  ,Listed    ,28 OCT 2025,              10.00,           4568000,             42.50,      194140000.00   
29 OCT 2025,MRF,EQ,MRF LTD                  ,Listed    ,29 OCT 2025,              10.00,           4241143,         159900.00,   678158765700.00       
29 OCT 2025,MRIL,SM,MAHENDRA REALTO & INFRA L,Listed    ,29 OCT 2025,              10.00,          22103900,             76.45,     1689843155.00      
29 OCT 2025,MRPL,EQ,MRPL                     ,Listed    ,29 OCT 2025,              10.00,        1752598777,            159.40,   279399297029.35      
29 OCT 2025,MSPL,EQ,MSP STEEL & POWER LTD.   ,Listed    ,29 OCT 2025,              10.00,         566796645,             34.30,    19441124923.50      
29 OCT 2025,MSTCLTD,EQ,MSTC LIMITED             ,Listed    ,29 OCT 2025,              10.00,          70400000,            548.45,    38610880000.00   
29 OCT 2025,MSUMI,EQ,MOTHERSON SUMI WRNG IND L,Listed    ,29 OCT 2025,               1.00,        6631661898,             47.80,   317126071962.35     
